"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Methanomassiliicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140344,0,0,0,0,0,0.131315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485496,0,0,0,0,0,0,0.110094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622388,0,0,0.00761615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036737,0,0,0,0,0.0122149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787092,0,0,0,0,0,0,0,0,0,0,0,0,0.134443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanosphaera",0,0,0.0949084,0,0,0,0,0,0,0,0.0460326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137005,0,0,0.00301314,0.140815,0.0231732,0,0.013947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943975,0.00503195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107648,0,0,0.0038301,0.0490046,0,0,0,0,0,0,0,0.0586023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147444,0,0,0,0,0,0,0,0,0,0.169985,0,0,0,0,0,0,0.0436946,0,0,0,0,0,0,0,0,0,0,0,0,0.198143,0,0,0,0,0,0,0,0,0,0,0,0,0.00298454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402477,0,0,0,0,0,0,0.0207463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183382,0.0568882,0,0,0,0,0,0,0,0,0,0,0,0.00223614,0,0,0,0,0.0596472,0,0,0.0245123,0,0.00511247,0,0,0,0.00271315,0.0180457,0,0.0464045,0,0,0,0,0,0.0295159,0,0,0,0,0,0.00847099,0.00176513,0.0116056,0,0,0,0.0504322,0.2453,0,0.000952581,0,0,0,0,0,0,0,0,0,0,0,0,0.0194156,0.083091,0,0,0,0.00571657,0,0,0.0159753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398549,0,0,0,0.00944555,0,0,0,0,0,0.00482137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324254,0.0275748,0,0.0162452,0,0,0,0,0
"Methylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.00577934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352175,0,0,0.00535045,0,0.0208255,0,0,0.00406918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178492,0,0,0,0,0.00412507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298454,0,0,0,0,0,0,0,0,0,0,0,0.00188416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940159,0,0,0,0,0,0.000584293,0,0,0,0,0,0,0,0,0,0,0.00342977,0,0,0,0,0,0,0,0,0,0.000554047,0.00282366,0,0,0,0,0,0,0,0,0.000952581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335537,0,0,0,0,0,0.00957121,0,0,0,0,0,0
"Microbacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545286,0,0,0,0,0,0,0,0.0401526,0.00301314,0.00426712,0,0,0,0,0,0,0.00395898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443734,0,0,0.00502285,0.0035868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376861,0,0,0,0,0,0,0,0,0.00139698,0.00122375,0,0.00194936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175614,0,0.00296701,0,0,0,0,0,0,0,0,0,0,0.00239286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241774,0.00387883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197535,0,0,0,0,0,0,0.00814465,0,0,0,0,0,0,0,0,0,0.00326355,0,0,0,0,0,0.00316046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584293,0.00129012,0,0,0,0,0,0,0.0015038,0,0,0.00514465,0,0,0,0,0,0,0.00116093,0,0,0.00720262,0,0,0,0,0,0,0,0,0.000939391,0.000952581,0.00183437,0,0.000807246,0,0,0,0,0,0,0.00624142,0,0,0,0,0,0.00358822,0.00449883,0,0,0.00648172,0,0.00467333,0,0,0,0,0,0,0,0,0,0,0,0,0.0153602,0,0,0,0.00583669,0,0.00505076,0,0,0.00398549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648508,0,0,0,0,0,0.00873744,0,0
"Micrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301314,0.0768082,0,0,0.013947,0.00427954,0,0,0,0,0,0.00257506,0,0,0,0,0.00466048,0,0,0,0,0,0,0,0,0.00261732,0.00314357,0.00298365,0,0,0,0,0,0.0225708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159767,0,0,0,0,0.00251769,0.00139698,0,0,0,0,0,0,0,0.00488568,0,0,0,0,0,0,0.00177762,0,0,0,0,0,0,0,0,0,0.00326904,0,0,0,0.0014835,0,0.00173995,0,0,0,0.00412507,0,0,0,0.00283062,0,0,0.00185694,0,0,0,0,0,0,0,0,0.00523615,0,0,0,0,0,0,0,0.00387883,0,0.00205863,0.00311769,0.126885,0,0,0,0,0,0,0,0,0.00850358,0,0,0,0,0,0,0,0,0,0,0.00197535,0,0,0.00174471,0,0.0226598,0,0.00271488,0,0,0,0,0,0,0,0,0,0,0,0,0.00193353,0,0,0,0,0,0,0,0,0,0,0.00217273,0,0,0,0,0,0,0,0,0,0.00255034,0.000584293,0.00129012,0,0,0,0,0,0,0,0.00237954,0,0.00171488,0,0,0.000678629,0,0,0.000947975,0.00232186,0,0,0,0,0.00176513,0,0,0,0,0,0,0,0.0047629,0.00366875,0.000596189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899766,0,0,0.00648172,0,0.0186933,0,0,0,0,0,0,0,0,0,0,0,0,0.00512007,0,0,0.0449085,0,0,0,0,0,0,0,0,0,0,0,0,0.00517357,0,0,0,0,0,0,0,0,0,0,0,0.0048499,0.00469594,0,0.00303462,0,0,0,0,0,0.0068937,0,0,0,0,0,0,0
"Micromonospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169924,0,0,0,0,0,0,0,0,0,0,0,0.0019119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microvirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230505,0,0,0,0.00221405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673915,0,0.00309416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315172,0,0.0294219,0,0,0,0,0,0,0,0.00328504,0.00958604,0.0104474,0,0.00651197,0,0,0.0069849,0.0183563,0.0028323,0.00974678,0.0175623,0,0.00591541,0.0297907,0.00977135,0.0327654,0.0116672,0.00409861,0,0.00207434,0.0178619,0.0231091,0,0.00250022,0,0.0410954,0,0.0300423,0.0206154,0,0.00520088,0,0.00970992,0.0158053,0.00219241,0.0311536,0,0.00173995,0.00573756,0.0120651,0.00175377,0.00825014,0.00518632,0.0736038,0.0057357,0.0169837,0.0263215,0.00863148,0.0204264,0.00893722,0.00173741,0.00328915,0.00514007,0.0104518,0.0161773,0,0.0136724,0.00523615,0.00596908,0.00206118,0.0188804,0.0163123,0.00691515,0.00296007,0.0290128,0.023273,0,0.00823452,0.0187062,0,0.00376832,0.0660265,0.00343997,0.00436605,0.37725,0.00442282,0.018827,0.0159882,0.0106295,0.010401,0,0.00305764,0.011855,0.014439,0.0150571,0,0.00811919,0.03056,0.0234327,0.00790139,0,0.0120089,0.00523414,0.0238588,0.00453196,0.0111757,0.00271488,0.0134783,0.019508,0.0154708,0.0116595,0.0168919,0.00229279,0,0.0195254,0.00376294,0.00489532,0,0,0,0.0209512,0.0122254,0.0126418,0,0.00348998,0.00179821,0.0223489,0.00463489,0,0.00198965,0,0.0166223,0,0.00821288,0.0111807,0.00470079,0.00728562,0,0.00589009,0.000727405,0.00127517,0.000584293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189595,0.00116093,0.000982956,0,0,0,0,0.145071,0,0,0,0,0,0,0,0,0.00298095,0,0.000550403,0,0,0,0,0,0,0,0,0.0048539,0.027697,0,0,0,0,0,0,0,0,0.00461467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus",0,0,0.00558285,0,0,0,0,0,0,0,0.00575407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272643,0,0,0,0,0,0,0,0,0,0,0,0,0.051139,0,0.0242931,0,0,0,0,0,0.0206731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125913,0,0,0,0,0,0.0102522,0,0.0105652,0,0,0,0,0,0.00964413,0,0,0.049399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125728,0,0,0.0194936,0,0,0.0019718,0,0,0,0,0,0,0,0,0.00177762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869974,0,0,0,0,0,0.0506026,0.0038238,0,0,0.0690518,0,0,0,0,0,0,0,0,0,0,0,0,0.00708015,0,0,0.00296007,0,0,0,0,0,0,0,0,0,0,0,0.00442282,0,0.00319765,0.0021259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971628,0.00211149,0,0,0,0,0,0,0,0,0,0.128367,0,0,0,0,0,0,0,0,0,0,0.00495761,0,0,0.00470079,0,0,0.00785345,0,0,0.00116859,0,0.00101292,0,0,0.00758179,0,0,0,0,0,0,0,0,0,0,0,0.0180115,0,0,0,0.00221619,0,0,0.00193427,0,0,0.0514909,0.00173904,0.00471732,0,0.000952581,0,0.0172895,0,0.00385282,0,0,0,0,0,0,0.00775885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011994,0,0,0,0,0,0,0,0,0,0,0.0817137,0,0,0,0,0,0.013934,0,0.093343,0,0,0,0,0.0105064,0,0,0,0,0,0,0,0,0,0,0,0,0.790021,0.00303462,0,0,0,0,0,0,0.00638081,0,0,0.0553286,0.00436872,0,0.00936119
"Mogibacterium",0,0.00529857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442571,0,0,0,0,0.0746872,0,0,0.00329685,0,0,0.00202114,0.00379896,0,0,0.0107986,0,0,0,0,0,0,0,0,0.392575,0.0038622,0.00516049,0.037192,0,0.00971723,0,0,0,0,0,0.00413462,0,0,0,0,0.00417903,0,0.00734376,0,0.00892061,0.0188795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13011,0,0,0.00559597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164663,0.0732529,0,0,0,0,0,0,0,0,0,0.0735546,0.0223714,0,0.00906577,0,0,0,0,0,0.00159767,0,0,0,0,0,0.0139698,0.00122375,0,0.101366,0,0.0046594,0.00394361,0,0,0,0,0.0225424,0,0.00207434,0.129499,0,0,0.0175015,0,0.00747189,0,0,0,0,0,0,0.0218473,0,0,0.00445051,0.00178492,0.00869974,0,0,0,0,0,0.216211,0.0019119,0,0.00239286,0.129472,0.00371388,0,0,0,0,0,0,0,0,0.0104723,0,0,0.0094402,0,0,0,0,0,0,0.00205863,0,0,0,0,0,0,0,0,0.00125513,0,0.0021259,0,0,0,0,0,0,0,0,0,0.00213024,0,0,0,0,0,0.00226598,0,0,0,0,0,0,0,0.00687837,0,0,0,0,0,0,0,0,0,0.00316046,0,0,0,0,0,0,0,0,0,0.00991523,0,0.00223614,0.173929,0,0,0,0.00109111,0.00127517,0.00175288,0,0,0,0.000916447,0,0,0,0.00451141,0,0,0,0.00321075,0.00240442,0.00271451,0.00236524,0.00196773,0.142196,0,0.000982956,0,0,0,0.00176513,0,0.540423,0,0.00468099,0.0086952,0.00471732,0,0.00762064,0.00183437,0.00894284,0.139654,0.00605443,0,0,0,0,0,0,0.00387943,0,0,0.270046,0,0,0,0,0,0,0,0,0,0,0.05939,0,0,0,0,0,0,0,0,0,0,0.00556545,0.00433219,0.0112271,0.0642036,0,0,0.0385902,0,0,0.0557362,0,0.190929,0,0,0.131794,0,0.0105064,0,0,0,0,0.0963118,0,0.00869338,0,0.00541477,0.00711086,0,0,0.04158,0.0182078,0.0738181,0,0,0,0,0,0.0127616,0,0,0.0383044,0.00436872,0,0
"Moraxella",0,0.00529857,0,0,0,0,0,0,0,0,0.00575407,0,0.00577934,0,0,0,0,0,0,0,0,0.00552822,0,0,0,0.00387762,0,0,0.0043802,0,0,0,0,0.00460957,0,0.00685025,0,0.0100381,0.0451971,0.0384041,0,0,0,0,0,0,0,0,0,0,0,0,0.0037262,0,0,0,0.0045819,0,0,0.0044603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753722,0,0,0,0,0,0,0.0049034,0.00251769,0.00139698,0,0,0,0,0,0,0.00248256,0,0,0.00583362,0.00102465,0,0,0,0,0.00163127,0,0,0.00186797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150814,0,0,0,0,0,0,0,0,0,0.00148954,0,0,0,0,0,0,0.0034181,0,0,0.00206118,0,0,0,0.00296007,0,0,0,0,0,0,0,0.00188647,0,0,0.00205027,0,0,0,0,0,0,0,0,0.00120325,0,0,0,0,0.00213024,0.00197535,0.00165314,0,0,0,0.00226598,0,0,0,0,0,0,0,0,0.00280167,0,0,0.00326355,0,0,0.00193353,0.00349186,0.0713151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0,0.000584293,0.00258025,0,0,0.000916447,0,0.0311624,0,0,0.00237954,0.00168744,0,0,0,0.000678629,0,0.00393546,0.0075838,0,0,0,0.011635,0,0.00176513,0,0,0,0,0,0,0,0,0,0,0.0129159,0,0,0,0,0,0,0,0,0.0101194,0,0,0,0,0,0,0,0,0,0,0.156899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112271,0,0.0170126,0,0,0,0,0.00928936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303462,0,0,0,0,0,0,0.015952,0,0,2.18761,0,0,0
"Morganella",0,0,0,0,0.00247048,0,0,0.0105591,0,0.00647375,0,0,0,0.00662405,0,0.00210748,0,0,0,0,0,0,0,0,0,0,0,0,0.0043802,0.00272643,0,0,0.0124828,0.00460957,0,0.00685025,0.148912,0,0.0120525,0.00853424,0,0.00516049,0,0,0.00485861,0.00410829,0,0.00335053,0,0,0,0,0,0,0,0.00835806,0,0,0,0.0044603,0,0,0.00331367,0.00523464,0,0.00298365,0.00803988,0,0.00277369,0,0.00887469,0,0.0095152,0,0.0035868,0,0,0,0.548405,0,0.331237,0,0.0356729,0,0,0,0,0,0.00833021,0,0,0,0,0,0,0,0,0,0,0.00443459,0,0,0,0,0,0,0,0.00468538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019119,0,0,0,0,0,0,0,0,0.00447935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145481,0.00255034,0.00233717,0,0,0,0.00183289,0,0.267996,0.00406973,0,0,0,0,0,0.00360664,0.00135726,0.0804182,0.00196773,0,0.00116093,0.00786364,0.00149246,0,0.00282366,0.00529539,0.00386855,0,0,0.00468099,0,0,6.15395,0,0,0.000596189,0.00242174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628823,0,0,0,0,0,0,0,0.00481556,0,0,0,0,0,0,0,0,3.4458,0,0,0,0,0.00567086,0,0,0,0,0,0,0,0,0.0192031,0,0,0,0,0,0,0.131822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162452,0,0.00425604,0,0,0
